Channel,Last_Calibrated,Last_Cal_Time,duration,humidity,film temperature,CO2 Cal Gas,CalFile,TYPE,DATE,Current,cal_utc,PCB,C0d,C6d,(spare),C2V_size,a2,a3,a4,a5,b2,b3,b4,b5,c2,c3,c4,c5,A,B,C,D,(spare),(spare),(spare),V2C_size,a7,a8,a9,a10,b7,b8,b9,b10,c7,c8,c9,c10,A',B',C',D',(spare),(spare),(spare),V_RA_5,V_RA_15,mI,I_span,DAC,V_0d_span (actual),V_6d_span (actual),V_0d_target,V_6d_target,Pump_Flow_rate,Cal_Offset_adj,Cal_Gain_adj,(spare),last_zero_humidity,last_zero_humidity,Time Monitoring since last zero,zero_utc,Last_Zero'd,Last_Zero_Time,Number_of_Zeros,V_0d_average,V_Offset_adj,V_Gain_adj,Software Rev,Sample Descriptor,Chamber,Operator,Notes,END
Channel 3-605nm wide,6/12/2015,12:48:49 PM,153,39.721981,24.126431,6,C:\Users\PAHS\Dropbox\PAHS Public\AK Temp\COEFFICIENTS\TEST - CH1 zeroed.csv,CalCoeff,[06-11-15],44.099998,3516954529,3701,0.013754,6.258689,,4,0.00005,-0.000687,0.002457,0.00039,-0.003209,0.047522,-0.20743,-0.03646,0.04966,-0.82356,4.750866,2.188774,0.001098,-0.077051,1.176633,1.536266,,,,4,0.00069,-0.004312,0.009323,-0.004876,-0.022393,0.128071,-0.204469,0.029466,0.21755,-1.307486,2.609002,-1.309471,0.07918,-0.727747,3.102582,-3.436774,,,,0.212907,0.621824,40.891702,0.0441,435,2.102108,3.499717,1.618253,6.059386,20,0.483856,1.268998,,37.697338,24.126431,0,3516954529,6/12/2015,12:48:49 PM,0,2.102108,0.483856,1.268998,X.X.X,CA-20-3701,C22,JP,PCB-3701,
Channel 4-640nm narrow,6/12/2015,12:48:49 PM,153,39.721981,24.126431,6,C:\Users\PAHS\Dropbox\PAHS Public\AK Temp\COEFFICIENTS\TEST - CH1 zeroed.csv,CalCoeff,[06-11-15],15.1,3516954529,3701,0.015865,6.227133,,4,0.000049,-0.000667,0.002196,0.00038,-0.003308,0.047948,-0.197234,-0.029867,0.053273,-0.865874,4.790206,1.752663,0.002158,-0.09718,1.309702,1.253321,,,,4,0.000472,-0.002712,0.005533,-0.002374,-0.014808,0.076464,-0.099597,-0.0141,0.151133,-0.856625,1.664204,-0.698561,0.068407,-0.590156,2.482135,-2.420843,,,,0.490855,1.397118,90.626347,0.0151,150,1.856323,3.873698,1.344525,6.079183,20,0.511798,1.222258,,37.697338,24.126431,0,3516954529,6/12/2015,12:48:49 PM,0,1.856323,0.511798,1.222258,X.X.X,CA-20-3701,C22,JP,PCB-3701,
Channel 1-525nm wide,6/12/2015,1:12:53 PM,511,38.798843,24.126431,6,C:\Users\PAHS\Dropbox\PAHS Public\AK Temp\COEFFICIENTS\CA_PCB3701_150611_COEFF.CSV,CalCoeff,[06-11-15],74.300003,3516955973,3701,0.131882,6.002387,,4,0.00001,-0.00013,0.000315,-0.000158,-0.001179,0.015904,-0.052977,0.012079,0.029325,-0.438551,1.964841,4.225175,0.00697,-0.130299,0.870006,4.424871,,,,4,0.004675,-0.073356,0.381963,-0.657489,-0.20164,3.236386,-17.12347,29.768965,4.338925,-69.724907,370.245331,-647.490906,2.195487,-34.3418,179.451766,-311.986544,,,,0.533703,1.339658,80.59557,0.1083,1023,5.664669,2.207185,4.485135,6.45962,20,1.179534,0.894571,,39.940659,24.126431,0,3516955973,6/12/2015,1:12:53 PM,0,5.664669,1.179534,0.894571,X.X.X,CA-20-3701,C22,JP,PCB-3701,
Channel 2-611nm narrow,6/12/2015,1:12:53 PM,511,38.798843,24.126431,6,C:\Users\PAHS\Dropbox\PAHS Public\AK Temp\COEFFICIENTS\CA_PCB3701_150611_COEFF.CSV,CalCoeff,[06-11-15],19.299999,3516955973,3701,0.015246,6.24084,,4,0.000049,-0.000676,0.002367,0.000314,-0.003268,0.047947,-0.204865,-0.030369,0.052203,-0.857497,4.85455,1.905177,0.002001,-0.094361,1.289864,1.355243,,,,4,0.000526,-0.003072,0.006101,-0.002371,-0.016556,0.086323,-0.106959,-0.031048,0.164533,-0.928712,1.704902,-0.612656,0.071262,-0.634204,2.675394,-2.741568,,,,0.370592,1.10834,73.774808,0.0216,209,1.603262,4.655548,1.445072,6.129586,20,0.15819,1.006222,,39.940659,24.126431,0,3516955973,6/12/2015,1:12:53 PM,0,1.603262,0.15819,1.006222,X.X.X,CA-20-3701,C22,JP,PCB-3701,
Channel 3-605nm wide,6/12/2015,1:12:53 PM,511,38.798843,24.126431,6,C:\Users\PAHS\Dropbox\PAHS Public\AK Temp\COEFFICIENTS\CA_PCB3701_150611_COEFF.CSV,CalCoeff,[06-11-15],44.099998,3516955973,3701,0.013753,6.256035,,4,0.00005,-0.000687,0.002457,0.00039,-0.003209,0.047522,-0.20743,-0.03646,0.04966,-0.82356,4.750866,2.188774,0.001094,-0.077051,1.176633,1.536265,,,,4,0.00069,-0.004312,0.009323,-0.004876,-0.022393,0.128071,-0.204469,0.029466,0.21755,-1.307486,2.609002,-1.309471,0.07918,-0.727747,3.102582,-3.436773,,,,0.199898,0.600369,40.04707,0.0483,476,1.818057,4.312845,1.618252,6.058513,20,0.199805,1.029543,,39.940659,24.126431,0,3516955973,6/12/2015,1:12:53 PM,0,1.818057,0.199805,1.029543,X.X.X,CA-20-3701,C22,JP,PCB-3701,
Channel 4-640nm narrow,6/12/2015,1:12:53 PM,511,38.798843,24.126431,6,C:\Users\PAHS\Dropbox\PAHS Public\AK Temp\COEFFICIENTS\CA_PCB3701_150611_COEFF.CSV,CalCoeff,[06-11-15],15.1,3516955973,3701,0.015865,6.230266,,4,0.000049,-0.000667,0.002196,0.00038,-0.003308,0.047948,-0.197234,-0.029867,0.053273,-0.865874,4.790206,1.752663,0.002163,-0.09718,1.309702,1.253321,,,,4,0.000472,-0.002712,0.005533,-0.002374,-0.014808,0.076464,-0.099597,-0.0141,0.151133,-0.856625,1.664204,-0.698561,0.068407,-0.590156,2.482135,-2.420843,,,,0.448006,1.316354,86.83475,0.0159,158,1.414607,4.697595,1.344525,6.080268,20,0.070082,1.008121,,39.940659,24.126431,0,3516955973,6/12/2015,1:12:53 PM,0,1.414607,0.070082,1.008121,X.X.X,CA-20-3701,C22,JP,PCB-3701,
Channel 1-525nm wide,6/12/2015,1:55:29 PM,415,41.133156,24.03668,5.79,C:\Users\PAHS\Google Drive\PAHS - Tech Dev\Consultants\LabView\CharacterizationCoeff\CA_PCB3701_150611_COEFF.CSV,CalCoeff,[06-11-15],74.300003,3516958529,3701,0.13411,5.863317,,4,0.00001,-0.00013,0.000315,-0.000158,-0.001179,0.015904,-0.052977,0.012079,0.029325,-0.438551,1.964841,4.225175,0.00703,-0.131166,0.8734,4.424468,,,,4,0.004675,-0.073356,0.381963,-0.657489,-0.20164,3.236386,-17.12347,29.768965,4.338925,-69.724907,370.245331,-647.490906,2.193374,-34.315175,179.33751,-311.816218,,,,0.51866,1.339268,82.060835,0.0983,968,5.638364,2.20437,4.484965,6.448852,20,1.153399,0.890906,,38.57196,24.03668,0,3516958529,6/12/2015,1:55:29 PM,0,5.638364,1.153399,0.890906,X.X.X,CA-20-3701,C22,JP,PCB-3701,
Channel 2-611nm narrow,6/12/2015,1:55:29 PM,415,41.133156,24.03668,5.79,C:\Users\PAHS\Google Drive\PAHS - Tech Dev\Consultants\LabView\CharacterizationCoeff\CA_PCB3701_150611_COEFF.CSV,CalCoeff,[06-11-15],19.299999,3516958529,3701,0.015697,5.997497,,4,0.000049,-0.000676,0.002367,0.000314,-0.003268,0.047947,-0.204865,-0.030369,0.052203,-0.857497,4.85455,1.905177,0.002081,-0.095741,1.298018,1.356611,,,,4,0.000526,-0.003072,0.006101,-0.002371,-0.016556,0.086323,-0.106959,-0.031048,0.164533,-0.928712,1.704902,-0.612656,0.070474,-0.628672,2.658623,-2.728534,,,,0.351274,1.101065,74.979077,0.0212,205,1.637088,4.566975,1.447004,6.0665,20,0.190084,1.0115,,38.57196,24.03668,0,3516958529,6/12/2015,1:55:29 PM,0,1.637088,0.190084,1.0115,X.X.X,CA-20-3701,C22,JP,PCB-3701,
Channel 3-605nm wide,6/12/2015,1:55:29 PM,415,41.133156,24.03668,5.79,C:\Users\PAHS\Google Drive\PAHS - Tech Dev\Consultants\LabView\CharacterizationCoeff\CA_PCB3701_150611_COEFF.CSV,CalCoeff,[06-11-15],44.099998,3516958529,3701,0.014165,6.007623,,4,0.00005,-0.000687,0.002457,0.00039,-0.003209,0.047522,-0.20743,-0.03646,0.04966,-0.82356,4.750866,2.188774,0.001168,-0.078346,1.184628,1.537851,,,,4,0.00069,-0.004312,0.009323,-0.004876,-0.022393,0.128071,-0.204469,0.029466,0.21755,-1.307486,2.609002,-1.309471,0.078205,-0.720601,3.080634,-3.418341,,,,0.198891,0.597286,39.839509,0.0465,459,1.822393,4.180992,1.620391,5.997024,20,0.202002,1.046793,,38.57196,24.03668,0,3516958529,6/12/2015,1:55:29 PM,0,1.822393,0.202002,1.046793,X.X.X,CA-20-3701,C22,JP,PCB-3701,
Channel 4-640nm narrow,6/12/2015,1:55:29 PM,415,41.133156,24.03668,5.79,C:\Users\PAHS\Google Drive\PAHS - Tech Dev\Consultants\LabView\CharacterizationCoeff\CA_PCB3701_150611_COEFF.CSV,CalCoeff,[06-11-15],15.1,3516958529,3701,0.016334,5.988867,,4,0.000049,-0.000667,0.002196,0.00038,-0.003308,0.047948,-0.197234,-0.029867,0.053273,-0.865874,4.790206,1.752663,0.002247,-0.098601,1.317913,1.254359,,,,4,0.000472,-0.002712,0.005533,-0.002374,-0.014808,0.076464,-0.099597,-0.0141,0.151133,-0.856625,1.664204,-0.698561,0.067697,-0.585297,2.467155,-2.409313,,,,0.42949,1.311792,88.230142,0.0156,155,1.458236,4.590423,1.34613,6.015671,20,0.112106,1.017235,,38.57196,24.03668,0,3516958529,6/12/2015,1:55:29 PM,0,1.458236,0.112106,1.017235,X.X.X,CA-20-3701,C22,JP,PCB-3701,
<CH1 OFF>,,,0,36.655006,23.589809,6,C:\Users\PAHS\Dropbox\PAHS Public\AK Temp\COEFFICIENTS\TEST - CH1 zeroed.csv,CalCoeff,[06-11-15],0,0,3701,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,20,0,0,,34.553764,23.589809,0,0,,,0,0,0,0,X.X.X,CA-20-3701,C22,JP,PCB-3701,
Channel 2-611nm narrow,6/12/2015,5:05:19 PM,863,36.655006,23.589809,6,C:\Users\PAHS\Dropbox\PAHS Public\AK Temp\COEFFICIENTS\TEST - CH1 zeroed.csv,CalCoeff,[06-11-15],19.299999,3516969920,3701,0.018112,6.172406,,4,0.000049,-0.000676,0.002367,0.000314,-0.003268,0.047947,-0.204865,-0.030369,0.052203,-0.857497,4.85455,1.905177,0.002495,-0.102773,1.339182,1.3635,,,,4,0.000526,-0.003072,0.006101,-0.002371,-0.016556,0.086323,-0.106959,-0.031048,0.164533,-0.928712,1.704902,-0.612656,0.066678,-0.601866,2.576583,-2.664208,,,,0.367263,1.12998,76.271717,0.0215,208,1.669949,4.754438,1.45674,6.237599,20,0.213209,1.005557,,34.553764,23.589809,0,3516969920,6/12/2015,5:05:19 PM,0,1.669949,0.213209,1.005557,X.X.X,CA-20-3701,C22,JP,PCB-3701,
Channel 3-605nm wide,6/12/2015,5:05:19 PM,863,36.655006,23.589809,6,C:\Users\PAHS\Dropbox\PAHS Public\AK Temp\COEFFICIENTS\TEST - CH1 zeroed.csv,CalCoeff,[06-11-15],44.099998,3516969920,3701,0.016382,6.177427,,4,0.00005,-0.000687,0.002457,0.00039,-0.003209,0.047522,-0.20743,-0.03646,0.04966,-0.82356,4.750866,2.188774,0.00155,-0.084955,1.225026,1.545839,,,,4,0.00069,-0.004312,0.009323,-0.004876,-0.022393,0.128071,-0.204469,0.029466,0.21755,-1.307486,2.609002,-1.309471,0.073518,-0.686053,2.973588,-3.327734,,,,0.202159,0.610048,40.788948,0.051,503,1.978003,4.626572,1.631175,6.172452,20,0.346828,0.981564,,34.553764,23.589809,0,3516969920,6/12/2015,5:05:19 PM,0,1.978003,0.346828,0.981564,X.X.X,CA-20-3701,C22,JP,PCB-3701,
Channel 4-640nm narrow,6/12/2015,5:05:19 PM,863,36.655006,23.589809,6,C:\Users\PAHS\Dropbox\PAHS Public\AK Temp\COEFFICIENTS\TEST - CH1 zeroed.csv,CalCoeff,[06-11-15],15.1,3516969920,3701,0.018841,6.164599,,4,0.000049,-0.000667,0.002196,0.00038,-0.003308,0.047948,-0.197234,-0.029867,0.053273,-0.865874,4.790206,1.752663,0.002671,-0.105837,1.359321,1.259616,,,,4,0.000472,-0.002712,0.005533,-0.002374,-0.014808,0.076464,-0.099597,-0.0141,0.151133,-0.856625,1.664204,-0.698561,0.064277,-0.561758,2.393898,-2.352478,,,,0.437628,1.345002,90.737324,0.0159,158,1.480122,4.772153,1.354251,6.182315,20,0.125872,1.011716,,34.553764,23.589809,0,3516969920,6/12/2015,5:05:19 PM,0,1.480122,0.125872,1.011716,X.X.X,CA-20-3701,C22,JP,PCB-3701,
Channel 1-525nm wide,6/15/2015,11:15:20 AM,220,41.177345,24.03668,6,C:\Users\PAHS\Dropbox\PAHS Public\AK Temp\COEFFICIENTS\CA_PCB3701_150611_COEFF.CSV,CalCoeff,[06-11-15],74.300003,3517208121,3701,0.13411,5.995607,,4,0.00001,-0.00013,0.000315,-0.000158,-0.001179,0.015904,-0.052977,0.012079,0.029325,-0.438551,1.964841,4.225175,0.00703,-0.131166,0.8734,4.424468,,,,4,0.004675,-0.073356,0.381963,-0.657489,-0.20164,3.236386,-17.12347,29.768965,4.338925,-69.724907,370.245331,-647.490906,2.193374,-34.315175,179.33751,-311.816218,,,,0.547554,1.388446,84.089183,0.0651,641,4.505282,1.512859,4.484965,6.461445,50,0.020317,1.306453,,42.741985,24.03668,0,3517208121,6/15/2015,11:15:20 AM,0,4.505282,0.020317,1.306453,X.X.X,,,,,
Channel 2-611nm narrow,6/15/2015,11:15:20 AM,220,41.177345,24.03668,6,C:\Users\PAHS\Dropbox\PAHS Public\AK Temp\COEFFICIENTS\CA_PCB3701_150611_COEFF.CSV,CalCoeff,[06-11-15],19.299999,3517208121,3701,0.015697,6.229901,,4,0.000049,-0.000676,0.002367,0.000314,-0.003268,0.047947,-0.204865,-0.030369,0.052203,-0.857497,4.85455,1.905177,0.002081,-0.095741,1.298018,1.356611,,,,4,0.000526,-0.003072,0.006101,-0.002371,-0.016556,0.086323,-0.106959,-0.031048,0.164533,-0.928712,1.704902,-0.612656,0.070474,-0.628672,2.658623,-2.728534,,,,0.372421,1.174575,80.215386,0.0133,127,1.317361,2.652371,1.447004,6.14761,50,-0.129643,1.772228,,42.741985,24.03668,0,3517208121,6/15/2015,11:15:20 AM,0,1.317361,-0.129643,1.772228,X.X.X,,,,,
Channel 3-605nm wide,6/15/2015,11:15:20 AM,220,41.177345,24.03668,6,C:\Users\PAHS\Dropbox\PAHS Public\AK Temp\COEFFICIENTS\CA_PCB3701_150611_COEFF.CSV,CalCoeff,[06-11-15],44.099998,3517208121,3701,0.014165,6.243178,,4,0.00005,-0.000687,0.002457,0.00039,-0.003209,0.047522,-0.20743,-0.03646,0.04966,-0.82356,4.750866,2.188774,0.001168,-0.078346,1.184628,1.537851,,,,4,0.00069,-0.004312,0.009323,-0.004876,-0.022393,0.128071,-0.204469,0.029466,0.21755,-1.307486,2.609002,-1.309471,0.078205,-0.720601,3.080634,-3.418341,,,,0.208447,0.629325,42.08775,0.0325,321,1.614112,2.797007,1.620391,6.077385,50,-0.006279,1.593487,,42.741985,24.03668,0,3517208121,6/15/2015,11:15:20 AM,0,1.614112,-0.006279,1.593487,X.X.X,,,,,
Channel 4-640nm narrow,6/15/2015,11:15:20 AM,220,41.177345,24.03668,6,C:\Users\PAHS\Dropbox\PAHS Public\AK Temp\COEFFICIENTS\CA_PCB3701_150611_COEFF.CSV,CalCoeff,[06-11-15],15.1,3517208121,3701,0.016334,6.220228,,4,0.000049,-0.000667,0.002196,0.00038,-0.003308,0.047948,-0.197234,-0.029867,0.053273,-0.865874,4.790206,1.752663,0.002247,-0.098601,1.317913,1.254359,,,,4,0.000472,-0.002712,0.005533,-0.002374,-0.014808,0.076464,-0.099597,-0.0141,0.151133,-0.856625,1.664204,-0.698561,0.067697,-0.585297,2.467155,-2.409313,,,,0.458015,1.410949,95.293404,0.0143,142,1.784436,3.843468,1.34613,6.097501,50,0.438306,1.23622,,42.741985,24.03668,0,3517208121,6/15/2015,11:15:20 AM,0,1.784436,0.438306,1.23622,X.X.X,,,,,
<CH1 OFF>,,,0,41.020039,24.126431,6,C:\Users\PAHS\Dropbox\PAHS Public\AK Temp\COEFFICIENTS\TEST - CH1 zeroed.csv,CalCoeff,[06-11-15],0,0,3701,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,50,0,0,,40.104008,24.126431,0,0,,,0,0,0,0,X.X.X,,,,,
Channel 2-611nm narrow,6/15/2015,11:27:36 AM,431,41.020039,24.126431,6,C:\Users\PAHS\Dropbox\PAHS Public\AK Temp\COEFFICIENTS\TEST - CH1 zeroed.csv,CalCoeff,[06-11-15],19.299999,3517208856,3701,0.015246,6.24101,,4,0.000049,-0.000676,0.002367,0.000314,-0.003268,0.047947,-0.204865,-0.030369,0.052203,-0.857497,4.85455,1.905177,0.002001,-0.094361,1.289864,1.355243,,,,4,0.000526,-0.003072,0.006101,-0.002371,-0.016556,0.086323,-0.106959,-0.031048,0.164533,-0.928712,1.704902,-0.612656,0.071262,-0.634204,2.675394,-2.741568,,,,0.375401,1.146975,77.157447,0.0211,204,1.650076,4.67316,1.445072,6.12964,50,0.205005,1.002441,,40.104008,24.126431,0,3517208856,6/15/2015,11:27:36 AM,0,1.650076,0.205005,1.002441,X.X.X,,,,,
