Channel,Last_Calibrated,Last_Cal_Time,duration,humidity,film temperature,CO2 Cal Gas,CalFile,TYPE,DATE,Current,cal_utc,PCB,C0d,C6d,(spare),C2V_size,a2,a3,a4,a5,b2,b3,b4,b5,c2,c3,c4,c5,A,B,C,D,(spare),(spare),(spare),V2C_size,a7,a8,a9,a10,b7,b8,b9,b10,c7,c8,c9,c10,A',B',C',D',(spare),(spare),(spare),V_RA_5,V_RA_15,mI,I_span,DAC,V_0d_span (actual),V_6d_span (actual),V_0d_target,V_6d_target,Pump_Flow_rate,Cal_Offset_adj,Cal_Gain_adj,(spare),last_zero_humidity,last_zero_humidity,Time Monitoring since last zero,zero_utc,Last_Zero'd,Last_Zero_Time,Number_of_Zeros,V_0d_average,V_Offset_adj,V_Gain_adj,Software Rev,Sample Descriptor,Chamber,Operator,Notes,END
Channel 3-605nm wide,6/12/2015,3:02:11 PM,395.000000,68.925751,21.923269,6.000000,C:\Users\Bench2\Dropbox\PAHS Public\AK Temp\COEFFICIENTS\CA_PCB3701_150611_COEFF.CSV,CalCoeff,[06-11-15],44.099998,3516962531.222839,3701,0.026967,5.882607,,4,0.000050,-0.000687,0.002457,0.000390,-0.003209,0.047522,-0.207430,-0.036460,0.049660,-0.823560,4.750866,2.188774,0.003134,-0.112026,1.384338,1.577002,,,,4,0.000690,-0.004312,0.009323,-0.004876,-0.022393,0.128071,-0.204469,0.029466,0.217550,-1.307486,2.609002,-1.309471,0.058468,-0.572398,2.607212,-3.007003,,,,0.314430,0.820856,50.642565,0.068100,667,2.601155,-0.667445,1.673358,6.526934,20,0.927797,-7.271872,,70.598518,22.273550,0.000000,3516962531.222839,6/12/2015,3:02:11 PM,0,2.601155,0.927797,-7.271872,X.X.X,,,,,
Channel 4-640nm narrow,6/12/2015,3:02:11 PM,395.000000,68.925751,21.923269,6.000000,C:\Users\Bench2\Dropbox\PAHS Public\AK Temp\COEFFICIENTS\CA_PCB3701_150611_COEFF.CSV,CalCoeff,[06-11-15],15.100000,3516962531.222839,3701,0.030608,5.949265,,4,0.000049,-0.000667,0.002196,0.000380,-0.003308,0.047948,-0.197234,-0.029867,0.053273,-0.865874,4.790206,1.752663,0.004449,-0.135170,1.521481,1.280561,,,,4,0.000472,-0.002712,0.005533,-0.002374,-0.014808,0.076464,-0.099597,-0.014100,0.151133,-0.856625,1.664204,-0.698561,0.053181,-0.483521,2.140182,-2.148883,,,,0.423640,1.275924,85.228377,0.018500,178,1.561485,5.101315,1.386404,6.504234,20,0.175081,1.003237,,70.598518,22.273550,0.000000,3516962531.222839,6/12/2015,3:02:11 PM,0,1.561485,0.175081,1.003237,X.X.X,,,,,
Channel 1-525nm wide,,,0.000000,-26.754362,23.963591,5.790000,C:\Users\Bench2\Google Drive\PAHS - Tech Dev\Consultants\LabView\CharacterizationCoeff\CA_PCB3702_150610_COEFF.CSV,CalCoeff,[06-10-15],99.599998,0.000000,3702,0.083644,5.932367,,4,0.000012,-0.000147,0.000329,0.000222,-0.001258,0.016979,-0.057141,0.001905,0.029018,-0.439114,2.018960,4.193058,0.005917,-0.116441,0.838697,4.366170,,,,4,0.001749,-0.029268,0.162927,-0.299076,-0.075615,1.312158,-7.413190,13.592367,2.461581,-40.203365,216.529434,-382.655457,1.653944,-25.566386,132.444285,-228.678970,,,,NaN,NaN,NaN,0.099600,0,0.000000,0.000000,4.424311,6.467257,50,0.000000,0.000000,,-26.754362,23.963591,0.000000,0.000000,,,0,0.000000,0.000000,0.000000,X.X.X,CA-21-ST-3201,C25,DGN,PCB-3201,
Channel 1-525nm wide,6/15/2015,1:55:16 PM,424.000000,67.346886,23.963591,5.790000,C:\Users\Bench2\Google Drive\PAHS - Tech Dev\Consultants\LabView\CharacterizationCoeff\CA_PCB3702_150610_COEFF.CSV,CalCoeff,[06-10-15],99.599998,3517217716.420598,3702,0.083644,5.932367,,4,0.000012,-0.000147,0.000329,0.000222,-0.001258,0.016979,-0.057141,0.001905,0.029018,-0.439114,2.018960,4.193058,0.005917,-0.116441,0.838697,4.366170,,,,4,0.001749,-0.029268,0.162927,-0.299076,-0.075615,1.312158,-7.413190,13.592367,2.461581,-40.203365,216.529434,-382.655457,1.653944,-25.566386,132.444285,-228.678970,,,,0.493679,1.254592,76.091259,0.096700,954,5.039324,2.432338,4.424311,6.467257,50,0.615013,0.839911,,68.635757,23.963591,0.000000,3517217716.420598,6/15/2015,1:55:16 PM,0,5.039324,0.615013,0.839911,X.X.X,CA-21-ST-3201,C25,DGN,PCB-3201,
Channel 2-611nm narrow,6/15/2015,1:55:16 PM,424.000000,67.346886,23.963591,5.790000,C:\Users\Bench2\Google Drive\PAHS - Tech Dev\Consultants\LabView\CharacterizationCoeff\CA_PCB3702_150610_COEFF.CSV,CalCoeff,[06-10-15],24.500000,3517217716.420598,3702,0.046576,5.996705,,4,0.000020,-0.000321,0.001166,0.001246,-0.001594,0.027248,-0.137034,-0.073203,0.027913,-0.542966,3.716278,2.336885,0.001492,-0.074439,1.102005,1.298042,,,,4,0.000627,-0.004344,0.014311,-0.013685,-0.020981,0.154760,-0.515595,0.521928,0.218552,-1.791397,6.569499,-7.050582,0.075566,-0.577548,2.432115,-2.401867,,,,0.389093,1.160426,77.133215,0.021700,215,1.526773,4.263559,1.374818,5.472732,50,0.151955,0.961148,,68.635757,23.963591,0.000000,3517217716.420598,6/15/2015,1:55:16 PM,0,1.526773,0.151955,0.961148,X.X.X,CA-21-ST-3201,C25,DGN,PCB-3201,
Channel 3-605nm wide,6/15/2015,1:55:16 PM,424.000000,67.346886,23.963591,5.790000,C:\Users\Bench2\Google Drive\PAHS - Tech Dev\Consultants\LabView\CharacterizationCoeff\CA_PCB3702_150610_COEFF.CSV,CalCoeff,[06-10-15],43.099998,3517217716.420598,3702,0.046333,6.004189,,4,0.000019,-0.000285,0.000966,0.001397,-0.001446,0.024609,-0.122424,-0.084666,0.025323,-0.494901,3.414984,2.816265,0.001299,-0.068789,1.036146,1.589810,,,,4,0.000762,-0.005669,0.018896,-0.019795,-0.025610,0.200481,-0.682757,0.755270,0.265558,-2.294146,8.599075,-10.170385,0.089559,-0.745542,3.088770,-3.438993,,,,0.244782,0.749276,50.449384,0.039100,382,1.756784,4.124899,1.662004,5.535236,50,0.094780,0.938988,,68.635757,23.963591,0.000000,3517217716.420598,6/15/2015,1:55:16 PM,0,1.756784,0.094780,0.938988,X.X.X,CA-21-ST-3201,C25,DGN,PCB-3201,
Channel 4-640nm narrow,6/15/2015,1:55:16 PM,424.000000,67.346886,23.963591,5.790000,C:\Users\Bench2\Google Drive\PAHS - Tech Dev\Consultants\LabView\CharacterizationCoeff\CA_PCB3702_150610_COEFF.CSV,CalCoeff,[06-10-15],12.500000,3517217716.420598,3702,0.047941,5.981054,,4,0.000017,-0.000241,0.000611,0.001707,-0.001492,0.024443,-0.111533,-0.092826,0.028728,-0.541278,3.552428,2.390129,0.002537,-0.094051,1.230492,1.145989,,,,4,0.000426,-0.003070,0.011073,-0.011163,-0.014113,0.112866,-0.414009,0.447672,0.159696,-1.431578,5.643235,-6.211652,0.065863,-0.490121,2.080525,-1.894114,,,,0.618056,1.883174,126.511859,0.012100,115,1.398698,4.582557,1.231663,5.609985,50,0.167034,0.955432,,68.635757,23.963591,0.000000,3517217716.420598,6/15/2015,1:55:16 PM,0,1.398698,0.167034,0.955432,X.X.X,CA-21-ST-3201,C25,DGN,PCB-3201,
Channel 1-611nm Narrow,6/16/2015,4:00:33 PM,398.000000,61.580383,22.625700,5.790000,C:\Users\Bench2\Google Drive\PAHS - Tech Dev\Consultants\LabView\CharacterizationCoeff\CA_PCB3401_150616_COEFF.CSV,CalCoeff,[06-10-16],21.700001,3517311633.945101,3401,0.085756,5.848426,,4,0.000021,-0.000341,0.001372,0.000917,-0.001906,0.031929,-0.153642,-0.063997,0.043013,-0.765721,4.583318,2.708464,0.010464,-0.217660,1.809193,1.730017,,,,4,0.000275,-0.002580,0.009742,-0.011265,-0.009576,0.104888,-0.416714,0.511072,0.124491,-1.515344,6.504812,-8.257009,0.048716,-0.462867,2.063417,-2.460613,,,,0.393327,1.189115,79.578820,0.022100,219,1.744658,6.823162,1.855598,6.939493,50,-0.110939,1.001062,,63.291653,22.625700,0.000000,3517311633.945101,6/16/2015,4:00:33 PM,0,1.744658,-0.110939,1.001062,X.X.X,CA-21-TC-3401,C25,DGN,PCB-3401 temp characterization,
Channel 2-605nm Wide,6/16/2015,4:00:33 PM,398.000000,61.580383,22.625700,5.790000,C:\Users\Bench2\Google Drive\PAHS - Tech Dev\Consultants\LabView\CharacterizationCoeff\CA_PCB3401_150616_COEFF.CSV,CalCoeff,[06-10-16],31.299999,3517311633.945101,3401,0.092307,5.831884,,4,0.000018,-0.000300,0.001236,0.000816,-0.001764,0.029761,-0.144465,-0.058206,0.042479,-0.753919,4.487612,2.726733,0.011649,-0.233953,1.851829,1.827433,,,,4,0.000290,-0.002808,0.010674,-0.012616,-0.010034,0.113652,-0.460057,0.576810,0.133321,-1.669863,7.274240,-9.413231,0.054542,-0.536088,2.329239,-2.820742,,,,0.281589,0.848333,56.674378,0.031500,311,1.719606,6.775894,1.955919,6.967555,50,-0.236312,0.991169,,63.291653,22.625700,0.000000,3517311633.945101,6/16/2015,4:00:33 PM,0,1.719606,-0.236312,0.991169,X.X.X,CA-21-TC-3401,C25,DGN,PCB-3401 temp characterization,
Channel 3-625nm wide,6/16/2015,4:00:33 PM,398.000000,61.580383,22.625700,5.790000,C:\Users\Bench2\Google Drive\PAHS - Tech Dev\Consultants\LabView\CharacterizationCoeff\CA_PCB3401_150616_COEFF.CSV,CalCoeff,[06-10-16],47.700001,3517311633.945101,3401,0.083957,5.854478,,4,0.000019,-0.000308,0.001135,0.001285,-0.001849,0.030483,-0.140452,-0.083390,0.042061,-0.742390,4.368021,3.035461,0.010015,-0.210567,1.770982,1.806533,,,,4,0.000277,-0.002797,0.011117,-0.013689,-0.009916,0.117052,-0.487454,0.632736,0.133631,-1.711294,7.550766,-10.017566,0.050949,-0.494949,2.212909,-2.709139,,,,0.220470,0.634497,41.402695,0.054100,529,1.950336,7.233985,1.929473,6.945351,50,0.020863,0.949321,,63.291653,22.625700,0.000000,3517311633.945101,6/16/2015,4:00:33 PM,0,1.950336,0.020863,0.949321,X.X.X,CA-21-TC-3401,C25,DGN,PCB-3401 temp characterization,
Channel 4-640nm narrow,6/16/2015,4:00:33 PM,398.000000,61.580383,22.625700,5.790000,C:\Users\Bench2\Google Drive\PAHS - Tech Dev\Consultants\LabView\CharacterizationCoeff\CA_PCB3401_150616_COEFF.CSV,CalCoeff,[06-10-16],20.600000,3517311633.945101,3401,0.077649,5.865413,,4,0.000021,-0.000337,0.001175,0.001180,-0.001973,0.032387,-0.146344,-0.076133,0.042610,-0.756623,4.477218,2.696370,0.008863,-0.196544,1.767649,1.578022,,,,4,0.000234,-0.002281,0.008976,-0.010302,-0.008548,0.097287,-0.389588,0.468853,0.114716,-1.407619,5.979122,-7.367915,0.041017,-0.374378,1.759397,-2.033559,,,,0.381325,1.146738,76.541336,0.021900,211,1.666317,6.899737,1.700798,6.944057,50,-0.034481,1.001880,,63.291653,22.625700,0.000000,3517311633.945101,6/16/2015,4:00:33 PM,0,1.666317,-0.034481,1.001880,X.X.X,CA-21-TC-3401,C25,DGN,PCB-3401 temp characterization,
Channel 1-611nm Narrow,6/16/2015,4:00:33 PM,398.000000,61.580383,22.625700,5.790000,C:\Users\Bench2\Google Drive\PAHS - Tech Dev\Consultants\LabView\CharacterizationCoeff\CA_PCB3401_150616_COEFF.CSV,CalCoeff,[06-10-16],21.700001,3517311633.945101,3401,0.085756,5.848426,,4,0.000021,-0.000341,0.001372,0.000917,-0.001906,0.031929,-0.153642,-0.063997,0.043013,-0.765721,4.583318,2.708464,0.010464,-0.217660,1.809193,1.730017,,,,4,0.000275,-0.002580,0.009742,-0.011265,-0.009576,0.104888,-0.416714,0.511072,0.124491,-1.515344,6.504812,-8.257009,0.048716,-0.462867,2.063417,-2.460613,,,,0.393327,1.189115,79.578820,0.022100,219,1.744658,6.823162,1.855598,6.939493,50,-0.110939,1.001062,,62.669437,22.802481,0.000000,3517312349.945054,6/16/2015,4:12:29 PM,1,0.897066,-0.958532,0.857883,X.X.X,CA-21-SG10-4-3401,C25,DGN,PCB-3401 switch gas test 10bpm 4%C02 long cannula,
Channel 2-605nm Wide,6/16/2015,4:00:33 PM,398.000000,61.580383,22.625700,5.790000,C:\Users\Bench2\Google Drive\PAHS - Tech Dev\Consultants\LabView\CharacterizationCoeff\CA_PCB3401_150616_COEFF.CSV,CalCoeff,[06-10-16],31.299999,3517311633.945101,3401,0.092307,5.831884,,4,0.000018,-0.000300,0.001236,0.000816,-0.001764,0.029761,-0.144465,-0.058206,0.042479,-0.753919,4.487612,2.726733,0.011649,-0.233953,1.851829,1.827433,,,,4,0.000290,-0.002808,0.010674,-0.012616,-0.010034,0.113652,-0.460057,0.576810,0.133321,-1.669863,7.274240,-9.413231,0.054542,-0.536088,2.329239,-2.820742,,,,0.281589,0.848333,56.674378,0.031500,311,1.719606,6.775894,1.955919,6.967555,50,-0.236312,0.991169,,62.669437,22.802481,0.000000,3517312349.945054,6/16/2015,4:12:29 PM,1,0.912762,-1.043157,0.854771,X.X.X,CA-21-SG10-4-3401,C25,DGN,PCB-3401 switch gas test 10bpm 4%C02 long cannula,
Channel 3-625nm wide,6/16/2015,4:00:33 PM,398.000000,61.580383,22.625700,5.790000,C:\Users\Bench2\Google Drive\PAHS - Tech Dev\Consultants\LabView\CharacterizationCoeff\CA_PCB3401_150616_COEFF.CSV,CalCoeff,[06-10-16],47.700001,3517311633.945101,3401,0.083957,5.854478,,4,0.000019,-0.000308,0.001135,0.001285,-0.001849,0.030483,-0.140452,-0.083390,0.042061,-0.742390,4.368021,3.035461,0.010015,-0.210567,1.770982,1.806533,,,,4,0.000277,-0.002797,0.011117,-0.013689,-0.009916,0.117052,-0.487454,0.632736,0.133631,-1.711294,7.550766,-10.017566,0.050949,-0.494949,2.212909,-2.709139,,,,0.220470,0.634497,41.402695,0.054100,529,1.950336,7.233985,1.929473,6.945351,50,0.020863,0.949321,,62.669437,22.802481,0.000000,3517312349.945054,6/16/2015,4:12:29 PM,1,1.023209,-0.906264,0.807609,X.X.X,CA-21-SG10-4-3401,C25,DGN,PCB-3401 switch gas test 10bpm 4%C02 long cannula,
Channel 4-640nm narrow,6/16/2015,4:00:33 PM,398.000000,61.580383,22.625700,5.790000,C:\Users\Bench2\Google Drive\PAHS - Tech Dev\Consultants\LabView\CharacterizationCoeff\CA_PCB3401_150616_COEFF.CSV,CalCoeff,[06-10-16],20.600000,3517311633.945101,3401,0.077649,5.865413,,4,0.000021,-0.000337,0.001175,0.001180,-0.001973,0.032387,-0.146344,-0.076133,0.042610,-0.756623,4.477218,2.696370,0.008863,-0.196544,1.767649,1.578022,,,,4,0.000234,-0.002281,0.008976,-0.010302,-0.008548,0.097287,-0.389588,0.468853,0.114716,-1.407619,5.979122,-7.367915,0.041017,-0.374378,1.759397,-2.033559,,,,0.381325,1.146738,76.541336,0.021900,211,1.666317,6.899737,1.700798,6.944057,50,-0.034481,1.001880,,62.669437,22.802481,0.000000,3517312349.945054,6/16/2015,4:12:29 PM,1,0.839154,-0.861644,0.865141,X.X.X,CA-21-SG10-4-3401,C25,DGN,PCB-3401 switch gas test 10bpm 4%C02 long cannula,
Channel 1-611nm Narrow,6/16/2015,4:00:33 PM,398.000000,61.580383,22.625700,5.790000,C:\Users\Bench2\Google Drive\PAHS - Tech Dev\Consultants\LabView\CharacterizationCoeff\CA_PCB3401_150616_COEFF.CSV,CalCoeff,[06-10-16],21.700001,3517311633.945101,3401,0.085756,5.848426,,4,0.000021,-0.000341,0.001372,0.000917,-0.001906,0.031929,-0.153642,-0.063997,0.043013,-0.765721,4.583318,2.708464,0.010464,-0.217660,1.809193,1.730017,,,,4,0.000275,-0.002580,0.009742,-0.011265,-0.009576,0.104888,-0.416714,0.511072,0.124491,-1.515344,6.504812,-8.257009,0.048716,-0.462867,2.063417,-2.460613,,,,0.393327,1.189115,79.578820,0.022100,219,1.744658,6.823162,1.855598,6.939493,50,-0.110939,1.001062,,63.265621,22.979731,0.000000,3517313048.145989,6/16/2015,4:24:08 PM,2,0.466379,-1.389219,0.799759,X.X.X,CA-21-SG10-4-Z1-3401,C25,DGN,PCB-3401 switch gas test 10bpm 4%C02 long cannula 1st zero,
Channel 2-605nm Wide,6/16/2015,4:00:33 PM,398.000000,61.580383,22.625700,5.790000,C:\Users\Bench2\Google Drive\PAHS - Tech Dev\Consultants\LabView\CharacterizationCoeff\CA_PCB3401_150616_COEFF.CSV,CalCoeff,[06-10-16],31.299999,3517311633.945101,3401,0.092307,5.831884,,4,0.000018,-0.000300,0.001236,0.000816,-0.001764,0.029761,-0.144465,-0.058206,0.042479,-0.753919,4.487612,2.726733,0.011649,-0.233953,1.851829,1.827433,,,,4,0.000290,-0.002808,0.010674,-0.012616,-0.010034,0.113652,-0.460057,0.576810,0.133321,-1.669863,7.274240,-9.413231,0.054542,-0.536088,2.329239,-2.820742,,,,0.281589,0.848333,56.674378,0.031500,311,1.719606,6.775894,1.955919,6.967555,50,-0.236312,0.991169,,63.265621,22.979731,0.000000,3517313048.145989,6/16/2015,4:24:08 PM,2,0.683993,-1.271926,0.822672,X.X.X,CA-21-SG10-4-Z1-3401,C25,DGN,PCB-3401 switch gas test 10bpm 4%C02 long cannula 1st zero,
